name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
94105,2021-01-01,57.8,42.3,50,57.8,39.2,49.4,42.4,75.8,0,0,0,,0,0,,11.7,188.9,1021.7,50.1,9.6,174,15.3,4,,2021-01-01T07:25:15,2021-01-01T17:01:45,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,E5830,KSFO,72493023230,E9227,KHWD,KOAK,72494023234"
94105,2021-01-02,54.7,50.7,52.8,54.7,50.7,52.8,48.4,85.1,0.13,100,29.17,rain,0,0,,6.2,140.7,1024.1,97.6,5.7,100.1,8.8,1,,2021-01-02T07:25:22,2021-01-02T17:02:35,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72585093228,E5830,KSFO,72493023230,E9227,KHWD,KOAK,72494023234"
94105,2021-01-03,54,51,52.1,54,51,52.1,48.1,86.5,0,0,0,,0,0,,7.6,141,1023.9,84.7,2.7,115.8,10.2,3,,2021-01-03T07:25:27,2021-01-03T17:03:25,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,E5830,KSFO,72493023230,E9227,KHWD,KOAK,72494023234"
94105,2021-01-04,60.9,47.8,55.6,60.9,47,55.6,49,78.6,0.36,100,29.17,rain,0,0,33.9,20.7,184.5,1021.2,75.4,7.4,128.3,11.2,3,,2021-01-04T07:25:30,2021-01-04T17:04:17,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72585093228,E5830,KSFO,72493023230,E9227,KHWD,KOAK,72494023234"
94105,2021-01-05,56.1,44.9,50.3,56.1,42.1,49.5,44.2,79.9,0,0,0,,0,0,,7.5,157.3,1025.1,48.5,9.5,173.8,15.3,5,,2021-01-05T07:25:31,2021-01-05T17:05:10,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,E5830,KSFO,72493023230,E9227,KHWD,KOAK,72494023234"
94105,2021-01-06,56.9,42.3,49.4,56.9,39,48.8,42.9,78.7,0.01,100,4.17,rain,0,0,,10.9,211.1,1023.9,53.5,9.7,147,12.9,4,,2021-01-06T07:25:30,2021-01-06T17:06:04,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72585093228,E5830,KSFO,72493023230,E9227,KHWD,F1520,KOAK,72494023234"
94105,2021-01-07,57.6,46.9,52.1,57.6,46.6,51.7,45.3,77.9,0,0,0,,0,0,,10.6,132.4,1023.6,71.6,8.8,192.2,16.9,5,,2021-01-07T07:25:26,2021-01-07T17:07:00,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,E9227,KHWD,F1520,KOAK,72494023234"
94105,2021-01-08,58.8,50.2,53.4,58.8,50.2,53.4,46.9,78.6,0,0,0,,0,0,,8,184.8,1025,69.2,9.4,166.7,14.5,5,,2021-01-08T07:25:21,2021-01-08T17:07:56,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,E9227,KHWD,F1520,KOAK,C5988,72494023234"
94105,2021-01-09,60,42.2,50.3,60,41.4,50,42,74.4,0,0,0,,0,0,,9.5,195.9,1024.9,34.8,8.6,192.8,16.9,5,,2021-01-09T07:25:14,2021-01-09T17:08:54,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,E5830,KSFO,72493023230,E9227,KHWD,F1520,KOAK,72494023234"
94105,2021-01-10,58.6,44.3,51.6,58.6,42.3,51.2,42.4,71.1,0,0,0,,0,0,,10,155.2,1025.1,64.9,9.9,149.8,13.1,4,,2021-01-10T07:25:04,2021-01-10T17:09:52,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,E5830,KSFO,72493023230,E9227,KHWD,KOAK,72494023234"
