name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
10011,2021-01-01,39.4,34.9,37.4,36.6,28.8,32.4,27.5,67.9,0.39,100,33.33,"rain,snow",0,0,18.3,11.9,81.1,1029.1,31.7,9,48.5,4.2,3,,2021-01-01T07:20:17,2021-01-01T16:39:27,0.53,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
10011,2021-01-02,52.4,37,42.7,52.4,29.9,39.1,34.7,75,0.08,100,20.83,rain,0,0,35,14.9,244.5,1012.6,44.4,8,89.4,7.7,5,,2021-01-02T07:20:21,2021-01-02T16:40:19,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
10011,2021-01-03,38.9,36,37.2,33.8,27.2,29.6,31.9,81.2,0.14,100,33.33,rain,0,0,26,16.3,66.5,1017,58.3,8.4,10.3,1.1,1,,2021-01-03T07:20:24,2021-01-03T16:41:12,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
10011,2021-01-04,43.4,36.1,39.1,40.4,29.7,35.5,32.5,77.6,0.03,100,12.5,rain,0,0,17.2,10.7,158.7,1014.7,70.8,9.8,68.2,6,4,,2021-01-04T07:20:24,2021-01-04T16:42:07,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
10011,2021-01-05,41,37.7,39.1,40.9,32.6,35.6,30.1,70.1,0,0,0,,0,0,,7.9,156.8,1013.2,78.4,9.9,34.8,3.1,2,,2021-01-05T07:20:22,2021-01-05T16:43:03,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
10011,2021-01-06,42.6,35.6,38.2,37.5,28.8,33.3,26.7,63.9,0,0,0,,0,0,34.1,13.1,296.8,1015.2,33.6,9.9,98.3,8.6,5,,2021-01-06T07:20:17,2021-01-06T16:44:01,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
10011,2021-01-07,43.3,32,36.2,39.6,26.4,31.3,21.6,55.8,0,0,0,,0,0,36.7,9,320.8,1018.7,1.7,9.9,104.3,9,5,,2021-01-07T07:20:11,2021-01-07T16:45:00,0.82,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
10011,2021-01-08,38,29.1,33.1,35.1,21.2,27.3,21.2,61.5,0,0,0,,0,0,24.2,9.6,182.6,1015.4,5.6,9.9,58.2,4.9,3,,2021-01-08T07:20:02,2021-01-08T16:46:00,0.87,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
10011,2021-01-09,37.3,26.6,32.6,36.6,19.1,26.7,17,52.9,0,0,0,,0,0,33.1,11.5,205.7,1012.3,35.2,9.9,89.2,7.6,5,,2021-01-09T07:19:51,2021-01-09T16:47:01,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
10011,2021-01-10,43,31,35.7,41.1,25.3,31.9,19.3,51.5,0,0,0,,0,0,21.9,8.9,243.3,1022,3.2,9.9,103.9,8.8,4,,2021-01-10T07:19:37,2021-01-10T16:48:04,0.96,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
